route_id,trip_id,trip_short_name,service_id
2,1158,all,1158
2,1159,all,1159
2,1160,all,1160
2,1161,all,1161
2,1162,all,1162
2,1163,all,1163
2,1164,all,1164
2,1165,all,1165
2,1166,all,1166
2,1167,all,1167
2,1168,all,1168
2,1169,all,1169
2,1170,all,1170
2,1171,all,1171
2,1172,all,1172
2,1173,all,1173
2,1174,all,1174
2,1175,all,1175
2,1176,all,1176
2,1177,all,1177
2,1178,all,1178
2,1179,all,1179
2,1180,all,1180
2,1181,all,1181
2,1182,all,1182
2,1183,all,1183
2,1184,all,1184
2,1185,all,1185
2,1186,all,1186
2,1187,all,1187
2,1188,all,1188
2,1189,all,1189
2,1190,all,1190
2,1191,all,1191
2,1192,all,1192
2,1193,all,1193
2,1194,all,1194
2,1195,all,1195
2,1196,all,1196
2,1197,all,1197
2,1198,all,1198
2,1199,all,1199
2,1200,all,1200
2,1201,all,1201
2,1202,all,1202
2,1203,all,1203
2,1204,all,1204
2,1205,all,1205
2,1206,all,1206
2,1207,all,1207
2,1208,all,1208
2,1209,all,1209
2,1210,all,1210
2,1211,all,1211
2,1212,all,1212
2,1213,all,1213
2,1214,all,1214
2,1215,all,1215
2,1216,all,1216
2,1217,all,1217
2,1218,all,1218
2,1219,all,1219
2,1220,all,1220
2,1221,all,1221
2,1222,all,1222
2,1223,all,1223
2,1224,all,1224
2,1225,all,1225
2,1226,all,1226
2,1227,all,1227
2,1228,all,1228
2,1229,all,1229
2,1230,all,1230
2,1231,all,1231
2,1232,all,1232
2,1233,all,1233
2,1234,all,1234
2,1235,all,1235
2,1236,all,1236
2,1237,all,1237
2,1238,all,1238
2,1239,all,1239
2,1240,all,1240
2,1241,all,1241
2,1242,all,1242
2,1243,all,1243
2,1244,all,1244
2,1245,all,1245
2,1246,all,1246
2,1247,all,1247
2,1248,all,1248
2,1249,all,1249
2,1250,all,1250
2,1251,all,1251
2,1252,all,1252
2,1253,all,1253
2,1254,all,1254
2,1255,all,1255
2,1256,all,1256
2,1257,all,1257
2,1258,all,1258
2,1259,all,1259
2,1260,all,1260
2,1261,all,1261
3,1262,all,1262
3,1263,all,1263
3,1264,all,1264
3,1265,all,1265
3,1266,all,1266
3,1267,all,1267
3,1268,all,1268
3,1269,all,1269
3,1270,all,1270
3,1271,all,1271
3,1272,all,1272
3,1273,all,1273
3,1274,all,1274
3,1275,all,1275
3,1276,all,1276
3,1277,all,1277
3,1278,all,1278
3,1279,all,1279
3,1280,all,1280
3,1281,all,1281
3,1282,all,1282
3,1283,all,1283
3,1284,all,1284
3,1285,all,1285
3,1286,all,1286
3,1287,all,1287
3,1288,all,1288
3,1289,all,1289
3,1290,all,1290
3,1291,all,1291
3,1292,all,1292
3,1293,all,1293
3,1294,all,1294
3,1295,all,1295
3,1296,all,1296
3,1297,all,1297
3,1298,all,1298
3,1299,all,1299
3,1300,all,1300
3,1301,all,1301
3,1302,all,1302
3,1303,all,1303
3,1304,all,1304
3,1305,all,1305
3,1306,all,1306
3,1307,all,1307
3,1308,all,1308
3,1309,all,1309
3,1310,all,1310
3,1311,all,1311
3,1312,all,1312
3,1313,all,1313
3,1314,all,1314
3,1315,all,1315
3,1316,all,1316
3,1317,all,1317
3,1318,all,1318
3,1319,all,1319
3,1320,all,1320
3,1321,all,1321
3,1322,all,1322
3,1323,all,1323
3,1324,all,1324
3,1325,all,1325
3,1326,all,1326
3,1327,all,1327
3,1328,all,1328
3,1329,all,1329
3,1330,all,1330
3,1331,all,1331
3,1332,all,1332
3,1333,all,1333
3,1334,all,1334
3,1335,all,1335
3,1336,all,1336
3,1337,all,1337
3,1338,all,1338
3,1339,all,1339
3,1340,all,1340
3,1341,all,1341
3,1342,all,1342
3,1343,all,1343
3,1344,all,1344
3,1345,all,1345
3,1346,all,1346
3,1347,all,1347
3,1348,all,1348
3,1349,all,1349
3,1350,all,1350
3,1351,all,1351
3,1352,all,1352
3,1353,all,1353
3,1354,all,1354
3,1355,all,1355
3,1356,all,1356
3,1357,all,1357
3,1358,all,1358
3,1359,all,1359
3,1360,all,1360
3,1361,all,1361
3,1362,all,1362
3,1363,all,1363
3,1364,all,1364
3,1365,all,1365
3,1366,all,1366
3,1367,all,1367
3,1368,all,1368
3,1369,all,1369
3,1370,all,1370
3,1371,all,1371
3,1372,all,1372
3,1373,all,1373
3,1374,all,1374
3,1375,all,1375
3,1376,all,1376
3,1377,all,1377
3,1378,all,1378
3,1379,all,1379
3,1380,all,1380
3,1381,all,1381
3,1382,all,1382
3,1383,all,1383
3,1384,all,1384
3,1385,all,1385
3,1386,all,1386
3,1387,all,1387
3,1388,all,1388
3,1389,all,1389
3,1390,all,1390
3,1391,all,1391
3,1392,all,1392
3,1393,all,1393
3,1394,all,1394
3,1395,all,1395
3,1396,all,1396
3,1397,all,1397
3,1398,all,1398
3,1399,all,1399
3,1400,all,1400
3,1401,all,1401
3,1402,all,1402
3,1403,all,1403
3,1404,all,1404
3,1405,all,1405
3,1406,all,1406
3,1407,all,1407
3,1408,all,1408
3,1409,all,1409
3,1410,all,1410
3,1411,all,1411
3,1412,all,1412
3,1413,all,1413
4,1414,all,1414
4,1415,all,1415
4,1416,all,1416
4,1417,all,1417
4,1418,all,1418
4,1419,all,1419
4,1420,all,1420
4,1421,all,1421
4,1422,all,1422
4,1423,all,1423
4,1424,all,1424
4,1425,all,1425
4,1426,all,1426
4,1427,all,1427
4,1428,all,1428
4,1429,all,1429
4,1430,all,1430
4,1431,all,1431
4,1432,all,1432
4,1433,all,1433
4,1434,all,1434
4,1435,all,1435
4,1436,all,1436
4,1437,all,1437
4,1438,all,1438
4,1439,all,1439
4,1440,all,1440
4,1441,all,1441
4,1442,all,1442
4,1443,all,1443
4,1444,all,1444
4,1445,all,1445
4,1446,all,1446
4,1447,all,1447
4,1448,all,1448
4,1449,all,1449
4,1450,all,1450
4,1451,all,1451
4,1452,all,1452
4,1453,all,1453
4,1454,all,1454
4,1455,all,1455
4,1456,all,1456
4,1457,all,1457
4,1458,all,1458
4,1459,all,1459
4,1460,all,1460
4,1461,all,1461
4,1462,all,1462
4,1463,all,1463
4,1464,all,1464
4,1465,all,1465
4,1466,all,1466
4,1467,all,1467
4,1468,all,1468
4,1469,all,1469
4,1470,all,1470
4,1471,all,1471
4,1472,all,1472
4,1473,all,1473
4,1474,all,1474
4,1475,all,1475
4,1476,all,1476
4,1477,all,1477
4,1478,all,1478
4,1479,all,1479
4,1480,all,1480
4,1481,all,1481
4,1482,all,1482
4,1483,all,1483
4,1484,all,1484
4,1485,all,1485
4,1486,all,1486
4,1487,all,1487
4,1488,all,1488
4,1489,all,1489
4,1490,all,1490
4,1491,all,1491
4,1492,all,1492
4,1493,all,1493
4,1494,all,1494
4,1495,all,1495
4,1496,all,1496
4,1497,all,1497
4,1498,all,1498
4,1499,all,1499
4,1500,all,1500
4,1501,all,1501
4,1502,all,1502
4,1503,all,1503
4,1504,all,1504
4,1505,all,1505
4,1506,all,1506
4,1507,all,1507
4,1508,all,1508
4,1509,all,1509
4,1510,all,1510
4,1511,all,1511
4,1512,all,1512
4,1513,all,1513
4,1514,all,1514
4,1515,all,1515
4,1516,all,1516
4,1517,all,1517
4,1518,all,1518
4,1519,all,1519
4,1520,all,1520
4,1521,all,1521
4,1522,all,1522
4,1523,all,1523
